Names,Locations,Prices/Mon
3 otaqlı65 m²3/5 mərtəbə,Nizami r.,700AZN/ay
2 otaqlı70 m²10/20 mərtəbə,Xətai r.,1 200AZN/ay
4 otaqlı185 m²8/18 mərtəbə,Nəsimi r.,1 200AZN/ay
2 otaqlı85 m²8/17 mərtəbə,Nizami m.,650AZN/ay
2 otaqlı110 m²6/17 mərtəbə,Şah İsmayıl Xətai m.,1 100AZN/ay
3 otaqlı140 m²16/20 mərtəbə,Nərimanov r.,700AZN/ay
2 otaqlı85 m²7/16 mərtəbə,Nərimanov r.,800AZN/ay
2 otaqlı90 m²2/10 mərtəbə,Yasamal r.,700AZN/ay
7 otaqlı220 m²2/4 mərtəbə,Səbail r.,135AZN/ay
3 otaqlı85 m²8/20 mərtəbə,20 Yanvar m.,650AZN/ay
3 otaqlı185 m²7/30 mərtəbə,Nəsimi r.,3 500AZN/ay
3 otaqlı140 m²16/20 mərtəbə,Nərimanov r.,700AZN/ay
4 otaqlı240 m²5/10 mərtəbə,Gənclik m.,1 500AZN/ay
1 otaqlı35 m²3/9 mərtəbə,Nərimanov r.,450AZN/ay
2 otaqlı65 m²4/7 mərtəbə,Sahil m.,500AZN/ay
1 otaqlı36 m²3/5 mərtəbə,Yasamal r.,350AZN/ay
3 otaqlı156 m²14/20 mərtəbə,Yasamal r.,1 200AZN/ay
2 otaqlı65 m²,Nərimanov r.,330AZN/ay
72 m²,Neftçilər m.,230AZN/ay
5 otaqlı260 m²10/11 mərtəbə,Elmlər Akademiyası m.,2 000AZN/ay
2 otaqlı75 m²6/16 mərtəbə,İçəri Şəhər m.,80AZN/gün
2 otaqlı55 m²5/16 mərtəbə,Qara Qarayev m.,500AZN/ay
2 otaqlı40 m²4/4 mərtəbə,Nəsimi r.,400AZN/ay
2 otaqlı90 m²7/16 mərtəbə,Nərimanov r.,800AZN/ay
3 otaqlı117 m²3/14 mərtəbə,Şah İsmayıl Xətai m.,1 000AZN/ay
140 m²,Zaqatala,1 000AZN/ay
3 otaqlı135 m²,Nizami m.,950AZN/ay
107 m²,Nəriman Nərimanov m.,1 500AZN/ay
4 otaqlı250 m²14/15 mərtəbə,28 May m.,1 000AZN/ay
3 otaqlı110 m²2/16 mərtəbə,Yeni Yasamal q.,600AZN/ay
2 otaqlı60 m²8/16 mərtəbə,Nizami m.,600AZN/ay
2 otaqlı52 m²1/5 mərtəbə,Nərimanov r.,450AZN/ay
145 m²,Nəsimi r.,1 500AZN/ay
2 otaqlı50 m²5/16 mərtəbə,Nizami r.,500AZN/ay
3 otaqlı70 m²2/5 mərtəbə,Sahil m.,900AZN/ay
3 otaqlı200 m²12/23 mərtəbə,Şah İsmayıl Xətai m.,1 500AZN/ay
5 otaqlı150 m²,Nəriman Nərimanov m.,2 500AZN/ay
2 otaqlı65 m²12/27 mərtəbə,Yasamal r.,800AZN/ay
1 otaqlı31 m²,Yasamal r.,350AZN/ay
2 otaqlı50 m²,Bakıxanov q.,250AZN/ay
3 otaqlı96 m²2/10 mərtəbə,İnşaatçılar m.,650AZN/ay
2 otaqlı100 m²9/18 mərtəbə,Nəsimi r.,1 000AZN/ay
3 otaqlı90 m²15/16 mərtəbə,Elmlər Akademiyası m.,700AZN/ay
30 m²,İnşaatçılar m.,950AZN/ay
4 otaqlı150 m²8/19 mərtəbə,Yasamal r.,900AZN/ay
2 otaqlı80 m²9/14 mərtəbə,İçəri Şəhər m.,1 200AZN/ay
3 otaqlı110 m²6/10 mərtəbə,Xətai r.,420AZN/ay
1200 m²,Maştağa q.,3 500AZN/ay
81 m²,Elmlər Akademiyası m.,2 000AZN/ay
1 otaqlı40 m²,Yasamal r.,1 000AZN/ay
2 otaqlı65 m²12/18 mərtəbə,20 Yanvar m.,550AZN/ay
2 otaqlı94 m²3/7 mərtəbə,Xətai r.,800AZN/ay
3 otaqlı100 m²12/18 mərtəbə,20 Yanvar m.,650AZN/ay
3 otaqlı100 m²12/16 mərtəbə,Elmlər Akademiyası m.,700AZN/ay
2 otaqlı80 m²5/10 mərtəbə,Xırdalan,450AZN/ay
128 m²,Elmlər Akademiyası m.,2 900AZN/ay
3 otaqlı105 m²10/18 mərtəbə,Qara Qarayev m.,600AZN/ay
4 otaqlı200 m²13/18 mərtəbə,Xətai r.,2 500AZN/ay
3 otaqlı135 m²,Nərimanov r.,1 500AZN/ay
2 otaqlı90 m²4/5 mərtəbə,İçəri Şəhər m.,700AZN/ay
4 otaqlı250 m²6/9 mərtəbə,İnşaatçılar m.,1 300AZN/ay
2 otaqlı52 m²2/5 mərtəbə,Bayıl q.,650AZN/ay
3 otaqlı75 m²4/12 mərtəbə,Nizami r.,500AZN/ay
4 otaqlı200 m²3/15 mərtəbə,Şah İsmayıl Xətai m.,900AZN/ay
3 otaqlı120 m²4/4 mərtəbə,Sahil m.,1 700AZN/ay
3 otaqlı100 m²3/10 mərtəbə,İnşaatçılar m.,650AZN/ay
2 otaqlı60 m²6/19 mərtəbə,Nəriman Nərimanov m.,630AZN/ay
2 otaqlı70 m²19/19 mərtəbə,Nəsimi r.,530AZN/ay
2 otaqlı68 m²9/17 mərtəbə,Elmlər Akademiyası m.,700AZN/ay
2 otaqlı100 m²9/18 mərtəbə,Nəsimi r.,1 000AZN/ay
3 otaqlı120 m²15/17 mərtəbə,Yasamal r.,600AZN/ay
5 otaqlı140 m²,Elmlər Akademiyası m.,2 000AZN/ay
4 otaqlı134 m²19/21 mərtəbə,İnşaatçılar m.,600AZN/ay
3 otaqlı200 m²11/18 mərtəbə,Elmlər Akademiyası m.,2 000AZN/ay
1 otaqlı30 m²,Nəsimi r.,950AZN/ay
3 otaqlı130 m²4/16 mərtəbə,28 May m.,1 300AZN/ay
190 m²,Nəsimi r.,2 000AZN/ay
3 otaqlı96 m²2/10 mərtəbə,Yeni Yasamal q.,650AZN/ay
1 otaqlı30 m²,Yasamal r.,950AZN/ay
3 otaqlı150 m²17/18 mərtəbə,Nizami r.,600AZN/ay
3 otaqlı110 m²4/12 mərtəbə,Memar Əcəmi m.,650AZN/ay
3 otaqlı140 m²2/6 mərtəbə,İçəri Şəhər m.,1 500AZN/ay
2 otaqlı100 m²19/20 mərtəbə,Nəsimi r.,1 000AZN/ay
235 m²,Mərdəkan q.,180AZN/gün
56 m²,Qara Qarayev m.,350AZN/ay
3 otaqlı100 m²2/8 mərtəbə,İçəri Şəhər m.,950AZN/ay
2 otaqlı100 m²6/17 mərtəbə,Şah İsmayıl Xətai m.,900AZN/ay
1 otaqlı54 m²,Qara Qarayev m.,350AZN/ay
4 otaqlı120 m²,Qəbələ,80AZN/gün
3 otaqlı140 m²7/20 mərtəbə,Gənclik m.,800AZN/ay
3 otaqlı160 m²14/17 mərtəbə,Nəsimi r.,799AZN/ay
3 otaqlı154 m²2/16 mərtəbə,Şah İsmayıl Xətai m.,900AZN/ay
5 otaqlı160 m²2/3 mərtəbə,28 May m.,150AZN/ay
4 otaqlı250 m²,Qara Qarayev m.,1 000AZN/ay
3 otaqlı130 m²4/16 mərtəbə,Şah İsmayıl Xətai m.,850AZN/ay
2 otaqlı60 m²19/19 mərtəbə,8 Noyabr m.,500AZN/ay
5 otaqlı176 m²,Sahil m.,2 000AZN/ay
2 otaqlı90 m²6/17 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
2 otaqlı55.2 m²7/9 mərtəbə,9-cu mikrorayon q.,450AZN/ay
150 m²,Nizami m.,1 700AZN/ay
5 otaqlı200 m²,İçəri Şəhər m.,3 800AZN/ay
3 otaqlı140 m²1/20 mərtəbə,Şah İsmayıl Xətai m.,2 800AZN/ay
4 otaqlı170 m²5/19 mərtəbə,28 May m.,900AZN/ay
3 otaqlı135 m²14/19 mərtəbə,Xətai r.,900AZN/ay
3 otaqlı150 m²18/19 mərtəbə,Elmlər Akademiyası m.,1 000AZN/ay
3 otaqlı150 m²8/21 mərtəbə,Yeni Yasamal q.,150AZN/ay
4 otaqlı180 m²9/17 mərtəbə,İnşaatçılar m.,600AZN/ay
3 otaqlı70 m²5/9 mərtəbə,Azadlıq Prospekti m.,500AZN/ay
30 m²,Gənclik m.,800AZN/ay
3 otaqlı140 m²14/18 mərtəbə,Nəsimi r.,1 000AZN/ay
9 otaqlı700 m²,Nərimanov r.,8 500AZN/ay
200 m²,Gənclik m.,2 000AZN/ay
2 otaqlı100 m²14/18 mərtəbə,Səbail r.,850AZN/ay
560 m²,Sabunçu r.,6 000AZN/ay
2 otaqlı80 m²7/17 mərtəbə,8-ci mikrorayon q.,450AZN/ay
180 m²,Memar Əcəmi m.,2 500AZN/ay
3 otaqlı120 m²16/17 mərtəbə,İnşaatçılar m.,700AZN/ay
2 otaqlı55 m²3/5 mərtəbə,Neftçilər m.,400AZN/ay
1 otaqlı25 m²,Yasamal r.,500AZN/ay
3 otaqlı130 m²4/16 mərtəbə,Nəsimi r.,1 300AZN/ay
2 otaqlı85 m²7/16 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
2 otaqlı65 m²7/16 mərtəbə,Şah İsmayıl Xətai m.,110AZN/ay
4 otaqlı185 m²2/16 mərtəbə,Nəsimi r.,1 600AZN/ay
3 otaqlı120 m²2/10 mərtəbə,Gənclik m.,650AZN/ay
3 otaqlı135 m²10/16 mərtəbə,Nizami m.,1 300AZN/ay
5 otaqlı160 m²,Nizami m.,1 800AZN/ay
2 otaqlı85 m²7/16 mərtəbə,Nərimanov r.,800AZN/ay
3 otaqlı125 m²7/16 mərtəbə,Yasamal r.,1 000AZN/ay
3 otaqlı110 m²4/19 mərtəbə,Memar Əcəmi m.,650AZN/ay
3 otaqlı100 m²2/16 mərtəbə,Memar Əcəmi m.,550AZN/ay
3 otaqlı116 m²15/16 mərtəbə,Səbail r.,900AZN/ay
3 otaqlı100 m²7/18 mərtəbə,İnşaatçılar m.,650AZN/ay
22 m²,Azadlıq Prospekti m.,250AZN/ay
3 otaqlı76 m²5/8 mərtəbə,İçəri Şəhər m.,700AZN/ay
6000 m²,8 Noyabr m.,39 000AZN/ay
2 otaqlı76 m²,Nizami m.,1 350AZN/ay
3 otaqlı110 m²4/7 mərtəbə,Xətai r.,1 500AZN/ay
1 otaqlı40 m²,Yasamal r.,1 000AZN/ay
130 m²,İnşaatçılar m.,3 500AZN/ay
180 m²,Nizami m.,1 950AZN/ay
2 otaqlı98 m²5/13 mərtəbə,Nəriman Nərimanov m.,650AZN/ay
1 otaqlı30 m²,Yasamal r.,950AZN/ay
2 otaqlı130 m²2/18 mərtəbə,Nərimanov r.,1 500AZN/ay
2 otaqlı65 m²6/18 mərtəbə,Nəriman Nərimanov m.,650AZN/ay
1 otaqlı25 m²,Nərimanov r.,450AZN/ay
3 otaqlı120 m²16/18 mərtəbə,20 Yanvar m.,899AZN/ay
4 otaqlı171 m²4/16 mərtəbə,Gənclik m.,1 000AZN/ay
4 otaqlı245 m²9/20 mərtəbə,Sahil m.,4 000AZN/ay
2 otaqlı70 m²4/9 mərtəbə,Sahil m.,1 400AZN/ay
2 otaqlı114 m²9/18 mərtəbə,28 May m.,1 000AZN/ay
3 otaqlı140 m²6/7 mərtəbə,Nəriman Nərimanov m.,650AZN/ay
1 otaqlı30 m²,Yasamal r.,1 000AZN/ay
3 otaqlı60 m²5/5 mərtəbə,20 Yanvar m.,500AZN/ay
2 otaqlı75 m²4/16 mərtəbə,Yasamal r.,750AZN/ay
150 m²,Gənclik m.,2 000AZN/ay
2 otaqlı65 m²4/5 mərtəbə,Elmlər Akademiyası m.,500AZN/ay
3 otaqlı100 m²2/7 mərtəbə,Xətai r.,700AZN/ay
2 otaqlı85 m²7/16 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
75.5 m²,Sumqayıt,800AZN/ay
4 otaqlı175 m²5/18 mərtəbə,Gənclik m.,1 000AZN/ay
3 otaqlı120 m²7/16 mərtəbə,Şah İsmayıl Xətai m.,600AZN/ay
4 otaqlı100 m²,Binəqədi r.,450AZN/ay
3 otaqlı115 m²14/16 mərtəbə,Nizami m.,1 000AZN/ay
3 otaqlı90 m²5/5 mərtəbə,Nəriman Nərimanov m.,600AZN/ay
2 otaqlı42 m²2/5 mərtəbə,Elmlər Akademiyası m.,550AZN/ay
2 otaqlı70 m²3/7 mərtəbə,Xətai r.,1 200AZN/ay
200 m²,Memar Əcəmi m.,3 000AZN/ay
4 otaqlı200 m²15/32 mərtəbə,Səbail r.,4 000AZN/ay
2 otaqlı42 m²5/5 mərtəbə,Elmlər Akademiyası m.,500AZN/ay
3 otaqlı80 m²4/9 mərtəbə,Nəriman Nərimanov m.,600AZN/ay
3 otaqlı130 m²15/18 mərtəbə,İnşaatçılar m.,700AZN/ay
2 otaqlı58 m²4/9 mərtəbə,Nərimanov r.,500AZN/ay
400 m²,Zabrat q.,1 400AZN/ay
2 otaqlı140 m²,İnşaatçılar m.,2 000AZN/ay
300 m²,Koroğlu m.,1 500AZN/ay
3 otaqlı110 m²15/17 mərtəbə,Şah İsmayıl Xətai m.,650AZN/ay
2 otaqlı60 m²6/9 mərtəbə,Azadlıq Prospekti m.,450AZN/ay
5 otaqlı140 m²,Elmlər Akademiyası m.,2 000AZN/ay
145 m²,Xalqlar Dostluğu m.,1 500AZN/ay
2 otaqlı90 m²7/16 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
4 otaqlı175 m²,Nərimanov r.,900AZN/ay
2 otaqlı80 m²12/18 mərtəbə,Şah İsmayıl Xətai m.,1 000AZN/ay
3 otaqlı90 m²4/5 mərtəbə,Şah İsmayıl Xətai m.,450AZN/ay
3 otaqlı130 m²12/18 mərtəbə,Elmlər Akademiyası m.,1 000AZN/ay
4 otaqlı98 m²6/9 mərtəbə,Əhmədli m.,350AZN/ay
1 otaqlı30 m²3/5 mərtəbə,Nəsimi r.,400AZN/ay
3 otaqlı120 m²4/4 mərtəbə,Nəsimi r.,760AZN/ay
3 otaqlı110 m²12/27 mərtəbə,Nəsimi r.,1 000AZN/ay
3 otaqlı130 m²16/17 mərtəbə,Yasamal r.,700AZN/ay
2 otaqlı65 m²4/5 mərtəbə,Sahil m.,850AZN/ay
3 otaqlı90 m²14/18 mərtəbə,Şah İsmayıl Xətai m.,650AZN/ay
1 otaqlı35 m²1/5 mərtəbə,20 Yanvar m.,270AZN/ay
2 otaqlı100 m²11/24 mərtəbə,Yasamal r.,1 000AZN/ay
3 otaqlı140 m²6/7 mərtəbə,Nəriman Nərimanov m.,650AZN/ay
2 otaqlı50 m²4/5 mərtəbə,İnşaatçılar m.,550AZN/ay
2 otaqlı60 m²3/5 mərtəbə,Sahil m.,550AZN/ay
3 otaqlı100 m²15/27 mərtəbə,Yasamal r.,900AZN/ay
24 m²,Biləcəri q.,400AZN/ay
3 otaqlı130 m²2/16 mərtəbə,Nərimanov r.,650AZN/ay
2 otaqlı65 m²7/15 mərtəbə,Nərimanov r.,670AZN/ay
3 otaqlı70 m²1/5 mərtəbə,Nəriman Nərimanov m.,550AZN/ay
3 otaqlı110 m²21/27 mərtəbə,Yasamal r.,1 100AZN/ay
3 otaqlı165 m²8/17 mərtəbə,Şah İsmayıl Xətai m.,1 350AZN/ay
3 otaqlı110 m²15/17 mərtəbə,İnşaatçılar m.,1 000AZN/ay
95 m²,Elmlər Akademiyası m.,2 450AZN/ay
80 m²,28 May m.,2 000AZN/ay
1 otaqlı33 m²4/4 mərtəbə,Xətai r.,300AZN/ay
2 otaqlı70 m²14/20 mərtəbə,Nəsimi r.,850AZN/ay
3 otaqlı90 m²3/5 mərtəbə,Əhmədli m.,450AZN/ay
2 otaqlı97 m²16/19 mərtəbə,Şah İsmayıl Xətai m.,650AZN/ay
2 otaqlı55 m²2/9 mərtəbə,Köhnə Günəşli q.,300AZN/ay
3 otaqlı70 m²3/5 mərtəbə,İnşaatçılar m.,550AZN/ay
2 otaqlı100 m²9/18 mərtəbə,Nəsimi r.,1 000AZN/ay
2 otaqlı65 m²2/16 mərtəbə,Azadlıq Prospekti m.,500AZN/ay
2 otaqlı90 m²7/16 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
4 otaqlı176 m²,28 May m.,2 000AZN/ay
3 otaqlı110 m²4/12 mərtəbə,20 Yanvar m.,650AZN/ay
2 otaqlı75 m²6/19 mərtəbə,Azadlıq Prospekti m.,550AZN/ay
75 m²,Yasamal r.,1 800AZN/ay
1 otaqlı32 m²,Yasamal r.,250AZN/ay
320 m²,Mərdəkan q.,80AZN/gün
1 otaqlı30 m²,Sahil m.,600AZN/ay
5 otaqlı192 m²,28 May m.,1 800AZN/ay
1 otaqlı18 m²2/2 mərtəbə,Nizami m.,200AZN/ay
2 otaqlı60 m²3/5 mərtəbə,İçəri Şəhər m.,600AZN/ay
3 otaqlı140 m²16/17 mərtəbə,Nəriman Nərimanov m.,750AZN/ay
3 otaqlı140 m²6/7 mərtəbə,Nəriman Nərimanov m.,650AZN/ay
2 otaqlı85 m²12/18 mərtəbə,Nərimanov r.,550AZN/ay
7 otaqlı240 m²,Qəbələ,200AZN/gün
360 m²,Nərimanov r.,1 700AZN/ay
3 otaqlı70 m²,Binəqədi r.,380AZN/ay
2 otaqlı90 m²4/18 mərtəbə,Şah İsmayıl Xətai m.,50AZN/gün
2 otaqlı75 m²4/18 mərtəbə,Şah İsmayıl Xətai m.,40AZN/gün
2 otaqlı65 m²6/9 mərtəbə,Azadlıq Prospekti m.,400AZN/ay
2 otaqlı15 m²3/4 mərtəbə,Ceyranbatan q.,300AZN/ay
5 otaqlı140 m²,İnşaatçılar m.,2 000AZN/ay
2 otaqlı50 m²2/5 mərtəbə,Bakıxanov q.,350AZN/ay
3 otaqlı90 m²15/18 mərtəbə,20 Yanvar m.,500AZN/ay
2 otaqlı100 m²9/18 mərtəbə,Nəsimi r.,1 000AZN/ay
2 otaqlı60 m²,Xırdalan,300AZN/ay
2 otaqlı56 m²14/16 mərtəbə,Şah İsmayıl Xətai m.,800AZN/ay
2 otaqlı102 m²5/18 mərtəbə,Şah İsmayıl Xətai m.,50AZN/gün
90 m²,İçəri Şəhər m.,550AZN/ay
3 otaqlı72 m²3/5 mərtəbə,Nəsimi r.,480AZN/ay
4 otaqlı220 m²8/16 mərtəbə,Nəsimi r.,2 500AZN/ay
2 otaqlı65 m²3/9 mərtəbə,Yeni Yasamal q.,350AZN/ay
70 m²,İçəri Şəhər m.,2 500AZN/ay
2 otaqlı85 m²7/16 mərtəbə,Nərimanov r.,800AZN/ay
3 otaqlı100 m²10/17 mərtəbə,Həzi Aslanov m.,430AZN/ay
2 otaqlı63 m²1/9 mərtəbə,Xırdalan,120AZN/ay
2 otaqlı80 m²8/16 mərtəbə,Nizami m.,650AZN/ay
3 otaqlı100 m²,Qəbələ,120AZN/gün
2 otaqlı80 m²13/16 mərtəbə,Nəriman Nərimanov m.,230AZN/ay
3 otaqlı90 m²,Qəbələ,80AZN/gün
2 otaqlı70 m²,Qəbələ,70AZN/gün
2 otaqlı50 m²4/4 mərtəbə,Gənclik m.,300AZN/ay
2 otaqlı90 m²5/11 mərtəbə,Yasamal r.,650AZN/ay
4 otaqlı100 m²,Qəbələ,80AZN/gün
2 otaqlı100 m²10/27 mərtəbə,Yasamal r.,1 000AZN/ay
400 m²,Mərdəkan q.,170AZN/gün
3 otaqlı130 m²3/25 mərtəbə,Elmlər Akademiyası m.,600AZN/ay
3 otaqlı90 m²2/16 mərtəbə,Nərimanov r.,800AZN/ay
5 otaqlı200 m²,Xırdalan,800AZN/ay
3 otaqlı120 m²2/8 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
3 otaqlı110 m²9/16 mərtəbə,28 May m.,1 200AZN/ay
2 otaqlı60 m²3/5 mərtəbə,İçəri Şəhər m.,790AZN/ay
3 otaqlı140 m²6/7 mərtəbə,Nəriman Nərimanov m.,650AZN/ay
3 otaqlı80 m²,Nəsimi r.,320AZN/ay
3 otaqlı170 m²9/18 mərtəbə,Nəsimi r.,1 000AZN/ay
3 otaqlı73 m²4/7 mərtəbə,Hövsan q.,270AZN/ay
2 otaqlı60 m²6/16 mərtəbə,Xalqlar Dostluğu m.,420AZN/ay
100 m²,Nərimanov r.,600AZN/ay
3 otaqlı100 m²4/21 mərtəbə,İnşaatçılar m.,900AZN/ay
4 otaqlı220 m²11/22 mərtəbə,Şah İsmayıl Xətai m.,2 000AZN/ay
1 otaqlı35 m²4/5 mərtəbə,Yasamal r.,350AZN/ay
1200 m²,Novxanı q.,4 800AZN/ay
4 otaqlı210 m²6/18 mərtəbə,Elmlər Akademiyası m.,2 000AZN/ay
4 otaqlı125 m²4/6 mərtəbə,İçəri Şəhər m.,900AZN/ay
3 otaqlı90 m²3/16 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
4 otaqlı176 m²4/18 mərtəbə,Gənclik m.,1 000AZN/ay
2 otaqlı65 m²,Gənclik m.,800AZN/ay
6 otaqlı200 m²,Qəbələ,160AZN/gün
3 otaqlı130 m²17/18 mərtəbə,Elmlər Akademiyası m.,700AZN/ay
2 otaqlı80 m²8/32 mərtəbə,Xətai r.,2 500AZN/ay
2 otaqlı65 m²5/20 mərtəbə,Elmlər Akademiyası m.,850AZN/ay
2 otaqlı130 m²2/18 mərtəbə,Nərimanov r.,1 500AZN/ay
132 m²,Şüvəlan q.,2 200AZN/ay
4 otaqlı135 m²19/21 mərtəbə,Yeni Yasamal q.,600AZN/ay
3 otaqlı115 m²11/16 mərtəbə,Nərimanov r.,800AZN/ay
3 otaqlı130 m²16/17 mərtəbə,Yasamal r.,700AZN/ay
3 otaqlı200 m²11/18 mərtəbə,Elmlər Akademiyası m.,2 000AZN/ay
3 otaqlı100 m²11/17 mərtəbə,20 Yanvar m.,1 000AZN/ay
3 otaqlı119 m²16/17 mərtəbə,İnşaatçılar m.,699AZN/ay
2 otaqlı80 m²8/17 mərtəbə,Azadlıq Prospekti m.,700AZN/ay
2 otaqlı65 m²11/22 mərtəbə,Şah İsmayıl Xətai m.,1 000AZN/ay
3 otaqlı95 m²10/16 mərtəbə,8 Noyabr m.,800AZN/ay
1 otaqlı29 m²,Nizami m.,160AZN/ay
80 m²,Nəriman Nərimanov m.,600AZN/ay
20 m²,Nəriman Nərimanov m.,900AZN/ay
4 otaqlı140 m²19/21 mərtəbə,Yeni Yasamal q.,600AZN/ay
3 otaqlı130 m²14/17 mərtəbə,Memar Əcəmi m.,600AZN/ay
2 otaqlı75 m²3/5 mərtəbə,İçəri Şəhər m.,1 000AZN/ay
1 otaqlı30 m²4/5 mərtəbə,İnşaatçılar m.,350AZN/ay
2 otaqlı75 m²7/9 mərtəbə,Elmlər Akademiyası m.,750AZN/ay
3 otaqlı98 m²4/21 mərtəbə,İnşaatçılar m.,1 000AZN/ay
3 otaqlı120 m²16/17 mərtəbə,Elmlər Akademiyası m.,700AZN/ay
3 otaqlı90 m²3/18 mərtəbə,Xətai r.,900AZN/ay
2 otaqlı55 m²3/5 mərtəbə,28 May m.,600AZN/ay
2 otaqlı60 m²3/16 mərtəbə,Yeni Yasamal q.,500AZN/ay
2 otaqlı93 m²9/23 mərtəbə,Nəsimi r.,2 500AZN/ay
2 otaqlı50 m²16/20 mərtəbə,20 Yanvar m.,500AZN/ay
3 otaqlı128 m²4/5 mərtəbə,İçəri Şəhər m.,1 400AZN/ay
2 otaqlı65 m²4/5 mərtəbə,Sahil m.,700AZN/ay
2 otaqlı95 m²8/22 mərtəbə,Xətai r.,2 500AZN/ay
1 otaqlı30 m²,28 May m.,400AZN/ay
2 otaqlı65 m²3/7 mərtəbə,Xətai r.,1 200AZN/ay
3 otaqlı80 m²3/5 mərtəbə,Yasamal r.,600AZN/ay
80 m²,Xətai r.,2 400AZN/ay
3 otaqlı130 m²19/19 mərtəbə,Şah İsmayıl Xətai m.,1 400AZN/ay
3 otaqlı120 m²16/17 mərtəbə,Elmlər Akademiyası m.,650AZN/ay
3 otaqlı180 m²9/22 mərtəbə,28 May m.,1 000AZN/ay
3 otaqlı120 m²11/16 mərtəbə,Şah İsmayıl Xətai m.,1 000AZN/ay
3 otaqlı200 m²11/18 mərtəbə,İnşaatçılar m.,2 000AZN/ay
3 otaqlı120 m²16/17 mərtəbə,Yasamal r.,650AZN/ay
2 otaqlı60 m²17/17 mərtəbə,Yeni Yasamal q.,450AZN/ay
1 otaqlı75 m²5/16 mərtəbə,Xırdalan,350AZN/ay
3 otaqlı100 m²2/3 mərtəbə,İçəri Şəhər m.,1 100AZN/ay
2 otaqlı60 m²4/5 mərtəbə,Sahil m.,850AZN/ay
220 m²,Xalqlar Dostluğu m.,1 300AZN/ay
1 otaqlı32 m²4/5 mərtəbə,Nizami r.,220AZN/ay
3 otaqlı140 m²11/20 mərtəbə,Neftçilər m.,850AZN/ay
3 otaqlı150 m²6/17 mərtəbə,20 Yanvar m.,600AZN/ay
3 otaqlı100 m²2/20 mərtəbə,Xətai r.,800AZN/ay
3 otaqlı100 m²9/9 mərtəbə,İçəri Şəhər m.,900AZN/ay
2 otaqlı62 m²3/4 mərtəbə,İçəri Şəhər m.,550AZN/ay
4 otaqlı152 m²12/18 mərtəbə,Nizami r.,1 300AZN/ay
2 otaqlı80 m²6/16 mərtəbə,Şah İsmayıl Xətai m.,750AZN/ay
2 otaqlı98 m²11/24 mərtəbə,Yasamal r.,1 200AZN/ay
46 m²,Binəqədi r.,700AZN/ay
3 otaqlı70 m²,Yasamal r.,800AZN/ay
4 otaqlı245 m²12/18 mərtəbə,Nəsimi r.,4 000AZN/ay
3 otaqlı165 m²12/15 mərtəbə,Nərimanov r.,1 000AZN/ay
3 otaqlı165 m²9/12 mərtəbə,Şah İsmayıl Xətai m.,1 500AZN/ay
3 otaqlı100 m²4/4 mərtəbə,Nəsimi r.,780AZN/ay
5 otaqlı200 m²14/21 mərtəbə,Nəsimi r.,2 000AZN/ay
3 otaqlı110 m²6/12 mərtəbə,Badamdar q.,600AZN/ay
3 otaqlı152 m²7/18 mərtəbə,Kubinka q.,1 400AZN/ay
3 otaqlı85 m²2/5 mərtəbə,Nizami m.,1 300AZN/ay
3 otaqlı135 m²8/19 mərtəbə,Şah İsmayıl Xətai m.,1 100AZN/ay
3 otaqlı140 m²4/8 mərtəbə,Nəriman Nərimanov m.,750AZN/ay
3 otaqlı184 m²12/18 mərtəbə,Nəsimi r.,4 000AZN/ay
3 otaqlı72 m²2/9 mərtəbə,8 Noyabr m.,400AZN/ay
2 otaqlı50 m²13/17 mərtəbə,Qara Qarayev m.,500AZN/ay
3 otaqlı100 m²11/21 mərtəbə,Nizami r.,850AZN/ay
2 otaqlı65 m²2/5 mərtəbə,Xırdalan,270AZN/ay
2 otaqlı70 m²10/13 mərtəbə,Neftçilər m.,175AZN/ay
3 otaqlı200 m²11/18 mərtəbə,Elmlər Akademiyası m.,2 000AZN/ay
60 m²,Şah İsmayıl Xətai m.,1 000AZN/ay
6 otaqlı250 m²3/3 mərtəbə,Nəsimi r.,2 300AZN/ay
3 otaqlı100 m²,Səbail r.,700AZN/ay
4 otaqlı190 m²8/17 mərtəbə,Nəriman Nərimanov m.,1 200AZN/ay
6 otaqlı157 m²,Masazır q.,450AZN/ay
3 otaqlı200 m²11/18 mərtəbə,Elmlər Akademiyası m.,2 000AZN/ay
2 otaqlı65 m²11/19 mərtəbə,20 Yanvar m.,620AZN/ay
2 otaqlı35 m²,Elmlər Akademiyası m.,250AZN/ay
3 otaqlı90 m²3/16 mərtəbə,Nərimanov r.,800AZN/ay
3 otaqlı85 m²3/5 mərtəbə,Şəmkir,350AZN/ay
3 otaqlı120 m²9/10 mərtəbə,28 May m.,1 200AZN/ay
3 otaqlı128 m²13/17 mərtəbə,Nizami m.,1 300AZN/ay
3 otaqlı110 m²12/18 mərtəbə,Nəsimi r.,900AZN/ay
2 otaqlı100 m²5/18 mərtəbə,Şah İsmayıl Xətai m.,1 500AZN/ay
