,Locations,Prices,Floor,Area,Rooms
5622,İçəri Şəhər m.,21000,5/8 ,76 ,3 
5623,8 Noyabr m.,1170000,,6000 ,
5624,Nizami m.,40500,,76 ,2 
5625,Xətai r.,45000,4/7 ,110 ,3 
5626,Yasamal r.,30000,,40 ,1 
5627,İnşaatçılar m.,105000,,130 ,
5628,Nizami m.,58500,,180 ,
5629,Nəriman Nərimanov m.,19500,5/13 ,98 ,2 
5630,Yasamal r.,28500,,30 ,1 
5631,Nərimanov r.,45000,2/18 ,130 ,2 
5632,Nəriman Nərimanov m.,19500,6/18 ,65 ,2 
5633,Nərimanov r.,13500,,25 ,1 
5634,20 Yanvar m.,26970,16/18 ,120 ,3 
5635,Gənclik m.,30000,4/16 ,171 ,4 
5636,Sahil m.,120000,9/20 ,245 ,4 
5637,Sahil m.,42000,4/9 ,70 ,2 
5638,28 May m.,30000,9/18 ,114 ,2 
5639,Nəriman Nərimanov m.,19500,6/7 ,140 ,3 
5640,Yasamal r.,30000,,30 ,1 
5641,20 Yanvar m.,15000,5/5 ,60 ,3 
5642,Yasamal r.,22500,4/16 ,75 ,2 
5643,Gənclik m.,60000,,150 ,
5644,Elmlər Akademiyası m.,15000,4/5 ,65 ,2 
5645,Xətai r.,21000,2/7 ,100 ,3 
5646,Nəriman Nərimanov m.,24000,7/16 ,85 ,2 
5647,Sumqayıt,24000,,75.5 ,
5648,Gənclik m.,30000,5/18 ,175 ,4 
5649,Şah İsmayıl Xətai m.,18000,7/16 ,120 ,3 
5650,Binəqədi r.,13500,,100 ,4 
5651,Nizami m.,30000,14/16 ,115 ,3 
5652,Nəriman Nərimanov m.,18000,5/5 ,90 ,3 
5653,Elmlər Akademiyası m.,16500,2/5 ,42 ,2 
5654,Xətai r.,36000,3/7 ,70 ,2 
5655,Memar Əcəmi m.,90000,,200 ,
5656,Səbail r.,120000,15/32 ,200 ,4 
5657,Elmlər Akademiyası m.,15000,5/5 ,42 ,2 
5658,Nəriman Nərimanov m.,18000,4/9 ,80 ,3 
5659,İnşaatçılar m.,21000,15/18 ,130 ,3 
5660,Nərimanov r.,15000,4/9 ,58 ,2 
5661,Zabrat q.,42000,,400 ,
5662,İnşaatçılar m.,60000,,140 ,2 
5663,Koroğlu m.,45000,,300 ,
5664,Şah İsmayıl Xətai m.,19500,15/17 ,110 ,3 
5665,Azadlıq Prospekti m.,13500,6/9 ,60 ,2 
5666,Elmlər Akademiyası m.,60000,,140 ,5 
5667,Xalqlar Dostluğu m.,45000,,145 ,
5668,Nəriman Nərimanov m.,24000,7/16 ,90 ,2 
5669,Nərimanov r.,27000,,175 ,4 
5670,Şah İsmayıl Xətai m.,30000,12/18 ,80 ,2 
5671,Şah İsmayıl Xətai m.,13500,4/5 ,90 ,3 
5672,Elmlər Akademiyası m.,30000,12/18 ,130 ,3 
5673,Əhmədli m.,10500,6/9 ,98 ,4 
5674,Nəsimi r.,12000,3/5 ,30 ,1 
5675,Nəsimi r.,22800,4/4 ,120 ,3 
5676,Nəsimi r.,30000,12/27 ,110 ,3 
5677,Yasamal r.,21000,16/17 ,130 ,3 
5678,Sahil m.,25500,4/5 ,65 ,2 
5679,Şah İsmayıl Xətai m.,19500,14/18 ,90 ,3 
5680,20 Yanvar m.,8100,1/5 ,35 ,1 
5681,Yasamal r.,30000,11/24 ,100 ,2 
5682,Nəriman Nərimanov m.,19500,6/7 ,140 ,3 
5683,İnşaatçılar m.,16500,4/5 ,50 ,2 
5684,Sahil m.,16500,3/5 ,60 ,2 
5685,Yasamal r.,27000,15/27 ,100 ,3 
5686,Biləcəri q.,12000,,24 ,
5687,Nərimanov r.,19500,2/16 ,130 ,3 
5688,Nərimanov r.,20100,7/15 ,65 ,2 
5689,Nəriman Nərimanov m.,16500,1/5 ,70 ,3 
5690,Yasamal r.,33000,21/27 ,110 ,3 
5691,Şah İsmayıl Xətai m.,40500,8/17 ,165 ,3 
5692,İnşaatçılar m.,30000,15/17 ,110 ,3 
5693,Elmlər Akademiyası m.,73500,,95 ,
5694,28 May m.,60000,,80 ,
5695,Xətai r.,9000,4/4 ,33 ,1 
5696,Nəsimi r.,25500,14/20 ,70 ,2 
5697,Əhmədli m.,13500,3/5 ,90 ,3 
5698,Şah İsmayıl Xətai m.,19500,16/19 ,97 ,2 
5699,Köhnə Günəşli q.,9000,2/9 ,55 ,2 
5700,İnşaatçılar m.,16500,3/5 ,70 ,3 
5701,Nəsimi r.,30000,9/18 ,100 ,2 
5702,Azadlıq Prospekti m.,15000,2/16 ,65 ,2 
5703,Nəriman Nərimanov m.,24000,7/16 ,90 ,2 
5704,28 May m.,60000,,176 ,4 
5705,20 Yanvar m.,19500,4/12 ,110 ,3 
5706,Azadlıq Prospekti m.,16500,6/19 ,75 ,2 
5707,Yasamal r.,54000,,75 ,
5708,Yasamal r.,7500,,32 ,1 
5709,Mərdəkan q.,80,,320 ,
5710,Sahil m.,18000,,30 ,1 
5711,28 May m.,54000,,192 ,5 
5712,Nizami m.,6000,2/2 ,18 ,1 
5713,İçəri Şəhər m.,18000,3/5 ,60 ,2 
5714,Nəriman Nərimanov m.,22500,16/17 ,140 ,3 
5715,Nəriman Nərimanov m.,19500,6/7 ,140 ,3 
5716,Nərimanov r.,16500,12/18 ,85 ,2 
5717,Qəbələ,200,,240 ,7 
5718,Nərimanov r.,51000,,360 ,
5719,Binəqədi r.,11400,,70 ,3 
5720,Şah İsmayıl Xətai m.,50,4/18 ,90 ,2 
5721,Şah İsmayıl Xətai m.,40,4/18 ,75 ,2 
5722,Azadlıq Prospekti m.,12000,6/9 ,65 ,2 
5723,Ceyranbatan q.,9000,3/4 ,15 ,2 
5724,İnşaatçılar m.,60000,,140 ,5 
5725,Bakıxanov q.,10500,2/5 ,50 ,2 
5726,20 Yanvar m.,15000,15/18 ,90 ,3 
5727,Nəsimi r.,30000,9/18 ,100 ,2 
5728,Xırdalan,9000,,60 ,2 
5729,Şah İsmayıl Xətai m.,24000,14/16 ,56 ,2 
5730,Şah İsmayıl Xətai m.,50,5/18 ,102 ,2 
5731,İçəri Şəhər m.,16500,,90 ,
5732,Nəsimi r.,14400,3/5 ,72 ,3 
5733,Nəsimi r.,75000,8/16 ,220 ,4 
5734,Yeni Yasamal q.,10500,3/9 ,65 ,2 
5735,İçəri Şəhər m.,75000,,70 ,
5736,Nərimanov r.,24000,7/16 ,85 ,2 
5737,Həzi Aslanov m.,12900,10/17 ,100 ,3 
5738,Xırdalan,3600,1/9 ,63 ,2 
5739,Nizami m.,19500,8/16 ,80 ,2 
5740,Qəbələ,120,,100 ,3 
5741,Nəriman Nərimanov m.,6900,13/16 ,80 ,2 
5742,Qəbələ,80,,90 ,3 
5743,Qəbələ,70,,70 ,2 
5744,Gənclik m.,9000,4/4 ,50 ,2 
5745,Yasamal r.,19500,5/11 ,90 ,2 
5746,Qəbələ,80,,100 ,4 
5747,Yasamal r.,30000,10/27 ,100 ,2 
5748,Mərdəkan q.,170,,400 ,
5749,Elmlər Akademiyası m.,18000,3/25 ,130 ,3 
5750,Nərimanov r.,24000,2/16 ,90 ,3 
5751,Xırdalan,24000,,200 ,5 
5752,Nəriman Nərimanov m.,24000,2/8 ,120 ,3 
5753,28 May m.,36000,9/16 ,110 ,3 
5754,İçəri Şəhər m.,23700,3/5 ,60 ,2 
5755,Nəriman Nərimanov m.,19500,6/7 ,140 ,3 
5756,Nəsimi r.,9600,,80 ,3 
5757,Nəsimi r.,30000,9/18 ,170 ,3 
5758,Hövsan q.,8100,4/7 ,73 ,3 
5759,Xalqlar Dostluğu m.,12600,6/16 ,60 ,2 
5760,Nərimanov r.,18000,,100 ,
5761,İnşaatçılar m.,27000,4/21 ,100 ,3 
5762,Şah İsmayıl Xətai m.,60000,11/22 ,220 ,4 
5763,Yasamal r.,10500,4/5 ,35 ,1 
5764,Novxanı q.,144000,,1200 ,
5765,Elmlər Akademiyası m.,60000,6/18 ,210 ,4 
5766,İçəri Şəhər m.,27000,4/6 ,125 ,4 
5767,Nəriman Nərimanov m.,24000,3/16 ,90 ,3 
5768,Gənclik m.,30000,4/18 ,176 ,4 
5769,Gənclik m.,24000,,65 ,2 
5770,Qəbələ,160,,200 ,6 
5771,Elmlər Akademiyası m.,21000,17/18 ,130 ,3 
5772,Xətai r.,75000,8/32 ,80 ,2 
5773,Elmlər Akademiyası m.,25500,5/20 ,65 ,2 
5774,Nərimanov r.,45000,2/18 ,130 ,2 
5775,Şüvəlan q.,66000,,132 ,
5776,Yeni Yasamal q.,18000,19/21 ,135 ,4 
5777,Nərimanov r.,24000,11/16 ,115 ,3 
5778,Yasamal r.,21000,16/17 ,130 ,3 
5779,Elmlər Akademiyası m.,60000,11/18 ,200 ,3 
5780,20 Yanvar m.,30000,11/17 ,100 ,3 
5781,İnşaatçılar m.,20970,16/17 ,119 ,3 
5782,Azadlıq Prospekti m.,21000,8/17 ,80 ,2 
5783,Şah İsmayıl Xətai m.,30000,11/22 ,65 ,2 
5784,8 Noyabr m.,24000,10/16 ,95 ,3 
5785,Nizami m.,4800,,29 ,1 
5786,Nəriman Nərimanov m.,18000,,80 ,
5787,Nəriman Nərimanov m.,27000,,20 ,
5788,Yeni Yasamal q.,18000,19/21 ,140 ,4 
5789,Memar Əcəmi m.,18000,14/17 ,130 ,3 
5790,İçəri Şəhər m.,30000,3/5 ,75 ,2 
5791,İnşaatçılar m.,10500,4/5 ,30 ,1 
5792,Elmlər Akademiyası m.,22500,7/9 ,75 ,2 
5793,İnşaatçılar m.,30000,4/21 ,98 ,3 
5794,Elmlər Akademiyası m.,21000,16/17 ,120 ,3 
5795,Xətai r.,27000,3/18 ,90 ,3 
5796,28 May m.,18000,3/5 ,55 ,2 
5797,Yeni Yasamal q.,15000,3/16 ,60 ,2 
5798,Nəsimi r.,75000,9/23 ,93 ,2 
5799,20 Yanvar m.,15000,16/20 ,50 ,2 
5800,İçəri Şəhər m.,42000,4/5 ,128 ,3 
5801,Sahil m.,21000,4/5 ,65 ,2 
5802,Xətai r.,75000,8/22 ,95 ,2 
5803,28 May m.,12000,,30 ,1 
5804,Xətai r.,36000,3/7 ,65 ,2 
5805,Yasamal r.,18000,3/5 ,80 ,3 
5806,Xətai r.,72000,,80 ,
5807,Şah İsmayıl Xətai m.,42000,19/19 ,130 ,3 
5808,Elmlər Akademiyası m.,19500,16/17 ,120 ,3 
5809,28 May m.,30000,9/22 ,180 ,3 
5810,Şah İsmayıl Xətai m.,30000,11/16 ,120 ,3 
5811,İnşaatçılar m.,60000,11/18 ,200 ,3 
5812,Yasamal r.,19500,16/17 ,120 ,3 
5813,Yeni Yasamal q.,13500,17/17 ,60 ,2 
5814,Xırdalan,10500,5/16 ,75 ,1 
5815,İçəri Şəhər m.,33000,2/3 ,100 ,3 
5816,Sahil m.,25500,4/5 ,60 ,2 
5817,Xalqlar Dostluğu m.,39000,,220 ,
5818,Nizami r.,6600,4/5 ,32 ,1 
5819,Neftçilər m.,25500,11/20 ,140 ,3 
5820,20 Yanvar m.,18000,6/17 ,150 ,3 
5821,Xətai r.,24000,2/20 ,100 ,3 
5822,İçəri Şəhər m.,27000,9/9 ,100 ,3 
5823,İçəri Şəhər m.,16500,3/4 ,62 ,2 
5824,Nizami r.,39000,12/18 ,152 ,4 
5825,Şah İsmayıl Xətai m.,22500,6/16 ,80 ,2 
5826,Yasamal r.,36000,11/24 ,98 ,2 
5827,Binəqədi r.,21000,,46 ,
5828,Yasamal r.,24000,,70 ,3 
5829,Nəsimi r.,120000,12/18 ,245 ,4 
5830,Nərimanov r.,30000,12/15 ,165 ,3 
5831,Şah İsmayıl Xətai m.,45000,9/12 ,165 ,3 
5832,Nəsimi r.,23400,4/4 ,100 ,3 
5833,Nəsimi r.,60000,14/21 ,200 ,5 
5834,Badamdar q.,18000,6/12 ,110 ,3 
5835,Kubinka q.,42000,7/18 ,152 ,3 
5836,Nizami m.,39000,2/5 ,85 ,3 
5837,Şah İsmayıl Xətai m.,33000,8/19 ,135 ,3 
5838,Nəriman Nərimanov m.,22500,4/8 ,140 ,3 
5839,Nəsimi r.,120000,12/18 ,184 ,3 
5840,8 Noyabr m.,12000,2/9 ,72 ,3 
5841,Qara Qarayev m.,15000,13/17 ,50 ,2 
5842,Nizami r.,25500,11/21 ,100 ,3 
5843,Xırdalan,8100,2/5 ,65 ,2 
5844,Neftçilər m.,5250,10/13 ,70 ,2 
5845,Elmlər Akademiyası m.,60000,11/18 ,200 ,3 
5846,Şah İsmayıl Xətai m.,30000,,60 ,
5847,Nəsimi r.,69000,3/3 ,250 ,6 
5848,Səbail r.,21000,,100 ,3 
5849,Nəriman Nərimanov m.,36000,8/17 ,190 ,4 
5850,Masazır q.,13500,,157 ,6 
5851,Elmlər Akademiyası m.,60000,11/18 ,200 ,3 
5852,20 Yanvar m.,18600,11/19 ,65 ,2 
5853,Elmlər Akademiyası m.,7500,,35 ,2 
5854,Nərimanov r.,24000,3/16 ,90 ,3 
5855,Şəmkir,10500,3/5 ,85 ,3 
5856,28 May m.,36000,9/10 ,120 ,3 
5857,Nizami m.,39000,13/17 ,128 ,3 
5858,Nəsimi r.,27000,12/18 ,110 ,3 
5859,Şah İsmayıl Xətai m.,45000,5/18 ,100 ,2 
5860,Nərimanov r.,13500,4/5 ,45 ,2 
5861,Nizami m.,51000,14/17 ,160 ,4 
5862,Memar Əcəmi m.,18000,14/17 ,130 ,3 
5863,Qara Qarayev m.,16500,15/18 ,52 ,2 
5864,Elmlər Akademiyası m.,16500,2/5 ,60 ,2 
5865,İçəri Şəhər m.,36000,8/12 ,120 ,4 
5866,Sahil m.,60000,2/5 ,300 ,5 
5867,Nizami r.,25500,11/20 ,140 ,3 
5868,Şah İsmayıl Xətai m.,28500,6/16 ,97 ,2 
5869,Şah İsmayıl Xətai m.,24000,8/18 ,146 ,3 
5870,Nizami m.,54000,,1800 ,5 
5871,Nəsimi r.,30000,12/27 ,107 ,2 
5872,Nizami m.,36000,,60 ,2 
5873,Nəriman Nərimanov m.,15000,3/9 ,90 ,3 
5874,Elmlər Akademiyası m.,60000,,80 ,
5875,Yasamal r.,15000,,25 ,1 
5876,Nizami m.,54000,7/17 ,170 ,4 
5877,Nərimanov r.,27000,,40 ,
5878,Nəsimi r.,36000,10/27 ,105 ,2 
5879,Memar Əcəmi m.,22500,8/18 ,120 ,3 
5880,Yeni Yasamal q.,12000,,73 ,
5881,Qara Qarayev m.,16500,13/17 ,50 ,2 
5882,Şah İsmayıl Xətai m.,42000,7/14 ,200 ,3 
5883,Sahil m.,60000,,250 ,5 
5884,Xırdalan,78000,,295 ,
5885,Nardaran q.,170,,450 ,
5886,Nizami m.,39000,3/5 ,100 ,3 
5887,28 May m.,45000,,156 ,3 
5888,Şah İsmayıl Xətai m.,24000,14/19 ,120 ,3 
5889,İçəri Şəhər m.,75000,,140 ,
5890,Elmlər Akademiyası m.,19500,4/9 ,100 ,3 
5891,Elmlər Akademiyası m.,60000,11/18 ,200 ,3 
5892,Nizami r.,15000,7/18 ,68 ,2 
5893,Şah İsmayıl Xətai m.,16500,15/20 ,115 ,3 
5894,Qara Qarayev m.,13500,3/4 ,60 ,3 
5895,İçəri Şəhər m.,36000,2/5 ,90 ,3 
5896,28 May m.,30000,5/16 ,92 ,2 
5897,Azadlıq Prospekti m.,45000,,55 ,
5898,7-ci mikrorayon q.,12000,4/5 ,60 ,2 
5899,İçəri Şəhər m.,50,3/5 ,120 ,3 
5900,Sahil m.,50,1/4 ,60 ,2 
5901,Binəqədi r.,4500,,25 ,1 
5902,Neftçilər m.,10500,3/5 ,35 ,1 
5903,Xalqlar Dostluğu m.,3600,6/9 ,150 ,3 
5904,Yasamal r.,15000,6/10 ,80 ,3 
5905,Yasamal r.,27000,,80 ,
5906,Elmlər Akademiyası m.,24000,12/17 ,95 ,2 
5907,Memar Əcəmi m.,10500,2/5 ,48 ,2 
5908,Səbail r.,750000,,1000 ,
5909,28 May m.,16500,,30 ,2 
5910,Bahar q.,8400,,86 ,3 
5911,Şah İsmayıl Xətai m.,24000,3/16 ,160 ,4 
5912,Memar Əcəmi m.,9900,4/5 ,40 ,2 
5913,Nərimanov r.,12000,11/17 ,60 ,1 
5914,Nizami m.,60000,,180 ,5 
5915,İnşaatçılar m.,39000,16/20 ,150 ,3 
5916,Memar Əcəmi m.,12000,2/5 ,60 ,2 
5917,Abşeron r.,21000,,300 ,
5918,Elmlər Akademiyası m.,60000,11/18 ,200 ,3 
5919,Elmlər Akademiyası m.,25500,8/17 ,60 ,2 
5920,Elmlər Akademiyası m.,60000,11/18 ,200 ,3 
5921,Nizami m.,117000,,170 ,
5922,Qara Qarayev m.,18000,13/17 ,73 ,3 
5923,Yasamal r.,27000,14/14 ,80 ,2 
5924,Şah İsmayıl Xətai m.,19500,17/19 ,100 ,3 
5925,Şah İsmayıl Xətai m.,24000,11/20 ,120 ,3 
5926,Mərdəkan q.,87000,,350 ,7 
5927,Şah İsmayıl Xətai m.,39000,,50 ,
5928,28 May m.,35970,17/20 ,80 ,2 
5929,Nəriman Nərimanov m.,42000,8/16 ,180 ,4 
5930,Elmlər Akademiyası m.,15000,2/5 ,60 ,2 
5931,Memar Əcəmi m.,21000,8/14 ,110 ,3 
5932,Nəriman Nərimanov m.,27000,15/17 ,140 ,3 
5933,Nəsimi r.,15000,4/5 ,65 ,2 
5934,28 May m.,33000,,105 ,2 
5935,Nəsimi r.,30000,8/17 ,110 ,2 
5936,Yasamal q.,9000,2/5 ,45 ,2 
5937,20 Yanvar m.,36000,11/24 ,98 ,2 
5938,Səbail r.,30000,3/5 ,75 ,2 
5939,Nizami m.,75000,8/18 ,220 ,4 
5940,Sahil m.,44970,12/16 ,150 ,4 
5941,20 Yanvar m.,10500,3/5 ,55 ,3 
5942,Elmlər Akademiyası m.,22500,13/16 ,85 ,2 
5943,Nəsimi r.,33000,6/21 ,100 ,2 
5944,Elmlər Akademiyası m.,60000,11/18 ,200 ,3 
5945,İnşaatçılar m.,21000,,100 ,3 
5946,Nəriman Nərimanov m.,15000,11/16 ,45 ,2 
5947,Nəsimi r.,102000,4/16 ,177.5 ,3 
5948,Nəriman Nərimanov m.,25500,14/17 ,100 ,2 
5949,Şah İsmayıl Xətai m.,30000,9/16 ,137 ,3 
5950,Elmlər Akademiyası m.,60000,11/18 ,200 ,3 
5951,28 May m.,12000,3/5 ,40 ,1 
5952,Nərimanov r.,3000,2/4 ,60 ,2 
5953,Badamdar q.,340,,400 ,6 
5954,Xırdalan,13500,2/11 ,80 ,3 
5955,Qaradağ r.,240000,,1600 ,
5956,20 Yanvar m.,19500,8/20 ,86 ,3 
5957,Xətai r.,29970,3/7 ,68 ,2 
5958,Elmlər Akademiyası m.,60000,11/18 ,200 ,3 
5959,Memar Əcəmi m.,21000,9/14 ,100 ,3 
5960,20 Yanvar m.,10500,3/5 ,50 ,3 
5961,Nəsimi r.,19500,4/17 ,100 ,2 
5962,Sabunçu q.,210000,,500 ,7 
5963,Nəsimi r.,30000,9/14 ,125 ,3 
5964,Yasamal r.,19500,16/25 ,60 ,2 
5965,20 Yanvar m.,13500,3/9 ,50 ,2 
5966,Nərimanov r.,19500,5/14 ,65 ,2 
5967,Şah İsmayıl Xətai m.,30000,8/16 ,140 ,3 
5968,Yasamal r.,27000,15/25 ,100 ,3 
5969,Nərimanov r.,25500,6/16 ,115 ,3 
5970,Elmlər Akademiyası m.,60000,11/18 ,200 ,3 
5971,Xırdalan,9570,8/12 ,55 ,2 
5972,Yasamal q.,19500,2/5 ,80 ,3 
5973,Nərimanov r.,705000,,2300 ,0 
5974,Şah İsmayıl Xətai m.,69000,18/18 ,181 ,4 
5975,Neftçilər m.,210000,,200 ,
5976,Elmlər Akademiyası m.,60000,6/18 ,210 ,4 
5977,Nəsimi r.,30000,3/17 ,300 ,5 
5978,Badamdar q.,90000,,350 ,8 
5979,Sahil m.,42000,3/7 ,80 ,2 
5980,Sahil m.,42000,14/22 ,121 ,3 
5981,Yasamal r.,36000,11/24 ,98 ,2 
5982,Neftçilər m.,15000,11/17 ,64 ,3 
5983,20 Yanvar m.,19500,15/20 ,60 ,3 
5984,28 May m.,60000,14/21 ,205 ,5 
5985,9-cu mikrorayon q.,3750,11/18 ,60 ,1 
5986,Yasamal q.,36000,11/27 ,100 ,2 
5987,28 May m.,60000,14/21 ,200 ,4 
5988,Elmlər Akademiyası m.,60000,11/18 ,200 ,3 
5989,28 May m.,30000,10/18 ,130 ,3 
5990,Şah İsmayıl Xətai m.,22500,6/16 ,90 ,2 
5991,Sahil m.,40500,2/2 ,60 ,2 
5992,Yasamal r.,30000,11/16 ,130 ,3 
5993,Sahil m.,149970,3/8 ,211 ,5 
5994,Yasamal q.,24000,,105 ,2 
5995,Nərimanov r.,9000,,47 ,2 
5996,Nəsimi r.,45000,14/19 ,180 ,4 
5997,Nəsimi r.,22500,13/15 ,100 ,2 
5998,Nəsimi r.,360000,,800 ,
5999,Nəriman Nərimanov m.,18000,,91 ,2 
6000,Nərimanov r.,27000,13/20 ,60 ,2 
6001,Yasamal r.,11400,5/5 ,30 ,1 
6002,Elmlər Akademiyası m.,21000,9/16 ,68 ,2 
6003,Nəsimi r.,33600,3/22 ,130 ,3 
6004,Şah İsmayıl Xətai m.,22500,12/18 ,75 ,2 
6005,Elmlər Akademiyası m.,15000,4/5 ,48 ,2 
6006,28 May m.,15000,5/18 ,58 ,2 
6007,Yasamal r.,18000,6/10 ,65 ,2 
6008,7-ci mikrorayon q.,30000,,90 ,
6009,Elmlər Akademiyası m.,29970,11/17 ,135 ,3 
6010,Nərimanov r.,13500,9/18 ,37 ,1 
6011,28 May m.,39000,4/16 ,129 ,3 
6012,Nəsimi r.,27000,8/14 ,160 ,4 
6013,Nəsimi r.,600,,100 ,4 
6014,Nərimanov r.,360000,,450 ,
6015,Sahil m.,33000,4/5 ,90 ,3 
6016,8 Noyabr m.,22500,6/17 ,168 ,3 
6017,Nərimanov r.,150000,,350 ,9 
6018,Elmlər Akademiyası m.,30000,11/16 ,135 ,3 
6019,Şah İsmayıl Xətai m.,42000,11/13 ,145 ,3 
6020,İnşaatçılar m.,24000,10/27 ,70 ,2 
6021,Mərdəkan q.,150,,250 ,
6022,Nəriman Nərimanov m.,43500,8/16 ,200 ,4 
6023,28 May m.,48000,3/19 ,200 ,4 
6024,Xətai r.,270000,,900 ,
6025,Nəsimi r.,12000,3/5 ,45 ,3 
6026,Gənclik m.,55500,10/15 ,140 ,3 
6027,20 Yanvar m.,12000,3/5 ,50 ,3 
6028,Nəsimi r.,102000,12/16 ,230 ,4 
6029,Nizami m.,43500,8/16 ,180 ,4 
6030,Şah İsmayıl Xətai m.,36000,,110 ,6 
6031,28 May m.,27000,6/10 ,100 ,3 
6032,Nizami m.,15000,4/5 ,90 ,2 
6033,İçəri Şəhər m.,75000,11/13 ,120 ,3 
6034,Elmlər Akademiyası m.,195000,,800 ,2 
6035,Gənclik m.,15000,6/10 ,75 ,3 
6036,Şah İsmayıl Xətai m.,45000,7/7 ,120 ,3 
6037,Həzi Aslanov m.,13500,12/17 ,65 ,2 
6038,Binəqədi r.,120000,,1000 ,
6039,6-cı mikrorayon q.,13500,6/9 ,70 ,2 
6040,Nəsimi r.,27000,5/5 ,110 ,3 
6041,Sahil m.,42000,3/9 ,60 ,2 
6042,Nəsimi r.,40500,,80 ,2 
6043,Səbail r.,12000,,50 ,3 
6044,Nəsimi r.,42000,,220 ,5 
6045,Şah İsmayıl Xətai m.,21000,,120 ,3 
6046,Gənclik m.,30000,4/16 ,171 ,4 
6047,Elmlər Akademiyası m.,29970,4/17 ,160 ,3 
6048,28 May m.,16500,1/5 ,80 ,3 
6049,28 May m.,33000,8/12 ,200 ,4 
6050,Yasamal r.,22500,13/18 ,85 ,2 
6051,Elmlər Akademiyası m.,60000,11/18 ,180 ,3 
6052,28 May m.,39000,9/22 ,145 ,4 
6053,Nəsimi r.,25500,8/14 ,160 ,4 
6054,Səbail r.,150000,9/30 ,185 ,3 
6055,Əhmədli m.,3900,3/11 ,120 ,3 
6056,Nərimanov r.,13500,1/5 ,50 ,2 
6057,Xırdalan,8400,3/11 ,75 ,3 
6058,Nəriman Nərimanov m.,43500,8/17 ,200 ,4 
6059,İçəri Şəhər m.,22500,12/17 ,85 ,2 
6060,İçəri Şəhər m.,7500,,6 ,
6061,Elmlər Akademiyası m.,30000,4/16 ,160 ,3 
6062,Görədil q.,30000,,200 ,
6063,Şah İsmayıl Xətai m.,42000,16/17 ,180 ,3 
6064,28 May m.,120000,,160 ,
6065,Elmlər Akademiyası m.,30000,6/10 ,150 ,3 
6066,Nəsimi r.,30000,7/18 ,140 ,3 
6067,Nəsimi r.,75000,,200 ,
6068,Nəsimi r.,24000,6/8 ,120 ,4 
6069,Elmlər Akademiyası m.,16500,3/5 ,45 ,2 
6070,Elmlər Akademiyası m.,15000,3/5 ,75 ,3 
6071,Yasamal r.,18000,3/5 ,85 ,3 
6072,Nəsimi r.,150000,,336 ,
6073,İçəri Şəhər m.,30000,2/8 ,100 ,3 
6074,İnşaatçılar m.,16500,1/19 ,60 ,2 
6075,Nərimanov r.,300000,,1800 ,
6076,Nizami r.,18000,11/17 ,135 ,3 
6077,İnşaatçılar m.,75000,,125 ,
6078,28 May m.,27000,10/18 ,130 ,3 
6079,Azadlıq Prospekti m.,15000,6/9 ,100 ,4 
6080,Nəriman Nərimanov m.,45000,,130 ,6 
6081,Novxanı q.,170,,360 ,5 
6082,Nəsimi r.,18000,11/16 ,95 ,2 
6083,2-ci mikrorayon q.,21000,5/5 ,92 ,3 
6084,İçəri Şəhər m.,39000,2/5 ,90 ,3 
6085,İnşaatçılar m.,30000,4/19 ,95 ,3 
6086,Nəsimi r.,18000,4/16 ,96 ,2 
6087,28 May m.,50,14/18 ,125 ,3 
6088,Nizami m.,40500,,75 ,2 
6089,Nəsimi r.,42000,,110 ,4 
6090,Şah İsmayıl Xətai m.,19500,15/18 ,110 ,3 
6091,Nərimanov r.,19500,10/16 ,128 ,3 
6092,Bakıxanov q.,10500,2/5 ,50 ,2 
6093,Nəsimi r.,15000,7/9 ,70 ,2 
6094,Sahil m.,10500,,15 ,1 
6095,Nəsimi r.,510000,,1200 ,5 
6096,Keşlə q.,51000,,150 ,
6097,Nərimanov r.,16500,12/18 ,85 ,2 
6098,Nəsimi r.,27000,5/5 ,110 ,3 
6099,İsmayıllı,60,,220 ,4 
6100,28 May m.,60000,14/21 ,200 ,5 
6101,Nərimanov r.,45000,,52 ,
6102,Nərimanov r.,16500,12/18 ,85 ,2 
6103,Mərdəkan q.,100,,250 ,
6104,Elmlər Akademiyası m.,6000,16/16 ,52 ,1 
6105,Yeni Günəşli q.,7500,,54 ,2 
6106,Nəriman Nərimanov m.,43500,8/18 ,200 ,4 
6107,Şah İsmayıl Xətai m.,50,5/18 ,100 ,2 
6108,Şah İsmayıl Xətai m.,40,3/18 ,95 ,2 
6109,Nizami m.,34500,6/16 ,110 ,2 
6110,Nərimanov r.,16500,,76 ,
6111,Şah İsmayıl Xətai m.,21000,7/18 ,65 ,2 
6112,Binəqədi r.,21000,9/16 ,82 ,2 
6113,Nəsimi r.,25500,12/18 ,70 ,2 
6114,Nizami m.,31500,13/20 ,130 ,3 
6115,Şah İsmayıl Xətai m.,75000,15/19 ,156 ,3 
6116,Nəsimi r.,54000,17/28 ,112 ,2 
6117,Nəsimi r.,75000,18/19 ,230 ,3 
6118,Xətai r.,54000,6/7 ,156 ,3 
6119,8-ci kilometr q.,12000,15/16 ,61 ,2 
6120,Yasamal r.,54000,11/22 ,154 ,3 
6121,Xətai r.,39000,6/6 ,150 ,3 
6122,Nərimanov r.,19500,5/14 ,65 ,2 
6123,Şah İsmayıl Xətai m.,36000,11/19 ,100 ,2 
